Date,Time,Produced,Demand,Depriciation
১৮-০৪-২০২১,২১:০০:০০,১২৬৬১,১২৬৬১,০.০০
১৮-০৪-২০২১,২০:০০:০০,১২৪৫১,১২৪৫১,০.০০
১৮-০৪-২০২১,১৯:৩০:০০,১২৩৯৮,১২৩৯৮,০.০০
১৮-০৪-২০২১,১৯:০০:০০,১১৮০৩,১১৮০৩,০.০০
১৮-০৪-২০২১,১৮:০০:০০,১০১৮২,১০১৮২,০.০০
১৮-০৪-২০২১,১৭:০০:০০,১০১০৬,১০১০৬,০.০০
১৮-০৪-২০২১,১৬:০০:০০,১০৩৬৩,১০৩৬৩,০.০০
১৮-০৪-২০২১,১৫:০০:০০,১০৫৭২,১০৫৭২,০.০০
১৮-০৪-২০২১,১৪:০০:০০,১০৫১৩,১০৫১৩,০.০০
১৮-০৪-২০২১,১৩:০০:০০,১০০৫৭,১০০৫৭,০.০০
১৮-০৪-২০২১,১২:০০:০০,৯৮৭৩,৯৮৭৩,০.০০
১৮-০৪-২০২১,১১:০০:০০,৯৪৪৮,৯৪৪৮,০.০০
১৮-০৪-২০২১,১০:০০:০০,৯১৮১,৯১৮১,০.০০
১৮-০৪-২০২১,০৯:০০:০০,৮৮৯৪,৮৮৯৪,০.০০
১৮-০৪-২০২১,০৮:০০:০০,৮২৫২,৮২৫২,০.০০
১৮-০৪-২০২১,০৭:০০:০০,৮০৩৫,৮০৩৫,০.০০
১৮-০৪-২০২১,০৬:০০:০০,৭৯৫৭,৭৯৫৭,০.০০
১৮-০৪-২০২১,০৫:০০:০০,৮৪৯৪,৮৪৯৪,০.০০
১৮-০৪-২০২১,০৪:০০:০০,৯৬৪৫,৯৬৪৫,০.০০
১৮-০৪-২০২১,০৩:০০:০০,১০৩০০,১০৩০০,০.০০
১৮-০৪-২০২১,০২:০০:০০,১০১৬৫,১০১৬৫,০.০০
১৮-০৪-২০২১,০১:০০:০০,১০৪০৬,১০৪০৬,০.০০
১৭-০৪-২০২১,২৪:০০:০০,১০৭৫০,১০৭৫০,০.০০
১৭-০৪-২০২১,২৩:০০:০০,১১০৬৫,১১০৬৫,০.০০
১৭-০৪-২০২১,২২:০০:০০,১১৭৪৩,১১৭৪৩,০.০০
১৭-০৪-২০২১,২১:০০:০০,১১৯৪০,১১৯৪০,০.০০
১৭-০৪-২০২১,২০:০০:০০,১১৬৬৪,১১৬৬৪,০.০০
১৭-০৪-২০২১,১৯:৩০:০০,১১৫৮৮,১১৫৮৮,০.০০
১৭-০৪-২০২১,১৯:০০:০০,১১২৫৫,১১২৫৫,০.০০
১৭-০৪-২০২১,১৮:০০:০০,৯৬৮৮,৯৬৮৮,০.০০
১৭-০৪-২০২১,১৭:০০:০০,৯৭১৭,৯৭১৭,০.০০
১৭-০৪-২০২১,১৬:০০:০০,৯৭৫৩,৯৭৫৩,০.০০
১৭-০৪-২০২১,১৫:০০:০০,৯৯২১,৯৯২১,০.০০
১৭-০৪-২০২১,১৪:০০:০০,৯৪৬১,৯৪৬১,০.০০
১৭-০৪-২০২১,১৩:০০:০০,৮৯২৩,৮৯২৩,০.০০
১৭-০৪-২০২১,১২:০০:০০,৮২১৭,৮২১৭,০.০০
১৭-০৪-২০২১,১১:০০:০০,৭৬০৬,৭৬০৬,০.০০
১৭-০৪-২০২১,১০:০০:০০,৭০৪৪,৭০৪৪,০.০০
১৭-০৪-২০২১,০৯:০০:০০,৬৪৩০,৬৪৩০,০.০০
১৭-০৪-২০২১,০৮:০০:০০,৫৪৯২,৫৪৯২,০.০০
১৭-০৪-২০২১,০৭:০০:০০,৪৮৫৩,৪৮৫৩,০.০০
১৭-০৪-২০২১,০৬:০০:০০,৪৯৫০,৪৯৫০,০.০০
১৭-০৪-২০২১,০৫:০০:০০,৫৩৭৭,৫৩৭৭,০.০০
১৭-০৪-২০২১,০৪:০০:০০,৬১১৬,৬১১৬,০.০০
১৭-০৪-২০২১,০৩:০০:০০,৮০৬৮,৮০৬৮,০.০০
১৭-০৪-২০২১,০২:০০:০০,৮৬৬৮,৮৬৬৮,০.০০
১৭-০৪-২০২১,০১:০০:০০,৯৯০৯,৯৯০৯,০.০০
১৬-০৪-২০২১,২৪:০০:০০,১০৮৫৪,১০৮৫৪,০.০০
১৬-০৪-২০২১,২৩:০০:০০,১১৯৩২,১১৯৩২,০.০০
১৬-০৪-২০২১,২২:০০:০০,১২৭১২,১২৭১২,০.০০
১৬-০৪-২০২১,২১:০০:০০,১২৭০৫,১২৭০৫,০.০০
০৪-০৪-২০২১,১৫:০০:০০,১১৭৫৬.২,১১৭৫৬,০.০০
০৪-০৪-২০২১,১৪:০০:০০,১১৫৯৮,১১৫৯৮,০.০০
০৪-০৪-২০২১,১৩:০০:০০,১১৪২৯,১১৪২৯,০.০০
০৪-০৪-২০২১,১২:০০:০০,১১২৬৬,১১২৬৬,০.০০
০৪-০৪-২০২১,১১:০০:০০,১০৮৮৭,১০৮৮৭,০.০০
০৪-০৪-২০২১,১০:০০:০০,১০৫১৭,১০৫১৭,০.০০
০৪-০৪-২০২১,০৯:০০:০০,১০০০৭,১০০০৭,০.০০
০৪-০৪-২০২১,০৮:০০:০০,৯৬০৬,৯৬০৬,০.০০
০৪-০৪-২০২১,০৭:০০:০০,৯৬৬১,৯৬৬১,০.০০
০৪-০৪-২০২১,০৬:০০:০০,৯৬৯৩,৯৬৯৩,০.০০
০৪-০৪-২০২১,০৫:০০:০০,১০০৭৬,১০০৭৬,০.০০
০৪-০৪-২০২১,০৪:০০:০০,১০২৭৮,১০২৭৮,০.০০
০৪-০৪-২০২১,০৩:০০:০০,১০৬০১,১০৬০১,০.০০
০৪-০৪-২০২১,০২:০০:০০,১০৮৮৯,১০৮৮৯,০.০০
০৪-০৪-২০২১,০১:০০:০০,১১৪৪২,১১৪৪২,০.০০
০৩-০৪-২০২১,২৪:০০:০০,১২১৪৪,১২১৪৪,০.০০
০৩-০৪-২০২১,২৩:০০:০০,১২১২৩,১২১২৩,০.০০
০৩-০৪-২০২১,২২:০০:০০,১২৮৪৫,১২৮৪৫,০.০০
০৩-০৪-২০২১,২১:০০:০০,১৩০১৮,১৩০১৮,০.০০
০৩-০৪-২০২১,২০:০০:০০,১২৯২৬,১২৯২৬,০.০০
০৩-০৪-২০২১,১৯:৩০:০০,১২৯২৯,১২৯২৯,০.০০
০৩-০৪-২০২১,১৯:০০:০০,১২৩৩৯,১২৩৩৯,০.০০
০৩-০৪-২০২১,১৮:০০:০০,১০৬৫৪,১০৬৫৪,০.০০
০৩-০৪-২০২১,১৭:০০:০০,১০৬১৬,১০৬১৬,০.০০
০৩-০৪-২০২১,১৬:০০:০০,১০৯৫৩,১০৯৫৩,০.০০
০৩-০৪-২০২১,১৫:০০:০০,১০৭২১,১০৭২১,০.০০
০৩-০৪-২০২১,১৪:০০:০০,১০৫৪২,১০৫৪২,০.০০
০৩-০৪-২০২১,১৩:০০:০০,১০৩২০,১০৩২০,০.০০
০৩-০৪-২০২১,১২:০০:০০,১০১২৬,১০১২৬,০.০০
০৩-০৪-২০২১,১১:০০:০০,৯৬৫৯,৯৬৫৯,০.০০
০৩-০৪-২০২১,১০:০০:০০,৯৩৫৮,৯৩৫৮,০.০০
০৩-০৪-২০২১,০৯:০০:০০,৯৩৬৫,৯৩৬৫,০.০০
০৩-০৪-২০২১,০৮:০০:০০,৯৪৬৩,৯৪৬৩,০.০০
০৩-০৪-২০২১,০৭:০০:০০,৯৫৯৭,৯৫৯৭,০.০০
০৩-০৪-২০২১,০৬:০০:০০,৯৫৮০,৯৫৮০,০.০০
০৩-০৪-২০২১,০৫:০০:০০,৯৬৩৯,৯৬৩৯,০.০০
০৩-০৪-২০২১,০৪:০০:০০,৯৮৮২,৯৮৮২,০.০০
০৩-০৪-২০২১,০৩:০০:০০,১০২০৩,১০২০৩,০.০০
০৩-০৪-২০২১,০২:০০:০০,১০৫৩৩,১০৫৩৩,০.০০
০৩-০৪-২০২১,০১:০০:০০,১০৯৭৬,১০৯৭৬,০.০০
০২-০৪-২০২১,২৪:০০:০০,১১৫১১,১১৫১১,০.০০
০২-০৪-২০২১,২৩:০০:০০,১১৭৬৬,১১৭৬৬,০.০০
০২-০৪-২০২১,২২:০০:০০,১১৯৮৬,১১৯৮৬,০.০০
০২-০৪-২০২১,২১:০০:০০,১১৯৯৫,১১৯৯৫,০.০০
০২-০৪-২০২১,২০:০০:০০,১১৯৩২,১১৯৩২,০.০০
০২-০৪-২০২১,১৯:৩০:০০,১১৯১৮,১১৯১৮,০.০০
০২-০৪-২০২১,১৯:০০:০০,১১৩৪৯,১১৩৪৯,০.০০
০২-০৪-২০২১,১৮:০০:০০,৯৪৬৭,৯৪৬৭,০.০০
০২-০৪-২০২১,১৭:০০:০০,৯৬১১,৯৬১১,০.০০
০২-০৪-২০২১,১৬:০০:০০,৯৯০৭,৯৯০৭,০.০০
০২-০৪-২০২১,১৫:০০:০০,১০০১১,১০০১১,০.০০
১৬-০৪-২০২১,২০:০০:০০,১২৫৪৩,১২৫৪৩,০.০০
১৬-০৪-২০২১,১৯:৩০:০০,১২৫৩৮,১২৫৩৮,০.০০
১৬-০৪-২০২১,১৯:০০:০০,১২০৬৩,১২০৬৩,০.০০
১৬-০৪-২০২১,১৮:০০:০০,১০৩৮১,১০৩৮১,০.০০
১৬-০৪-২০২১,১৭:০০:০০,১০০৭৩,১০০৭৩,০.০০
১৬-০৪-২০২১,১৬:০০:০০,১০২৪২,১০২৪২,০.০০
১৬-০৪-২০২১,১৫:০০:০০,১০৫৭০,১০৫৭০,০.০০
১৬-০৪-২০২১,১৪:০০:০০,১০২৬৪,১০২৬৪,০.০০
১৬-০৪-২০২১,১৩:০০:০০,১০১০৬,১০১০৬,০.০০
১৬-০৪-২০২১,১২:০০:০০,৯৮৭৩,৯৮৭৩,০.০০
১৬-০৪-২০২১,১১:০০:০০,৯৪২৩,৯৪২৩,০.০০
১৬-০৪-২০২১,১০:০০:০০,৯২৯০,৯২৯০,০.০০
১৬-০৪-২০২১,০৯:০০:০০,৯১২৬,৯১২৬,০.০০
১৬-০৪-২০২১,০৮:০০:০০,৯১৪০,৯১৪০,০.০০
১৬-০৪-২০২১,০৭:০০:০০,৯২৬৭,৯২৬৭,০.০০
১৬-০৪-২০২১,০৬:০০:০০,৯৪২৬,৯৪২৬,০.০০
১৬-০৪-২০২১,০৫:০০:০০,১০৩৮৬,১০৩৮৬,০.০০
১৬-০৪-২০২১,০৪:০০:০০,১১২১৩,১১২১৩,০.০০
১৬-০৪-২০২১,০৩:০০:০০,১১৬৫১,১১৬৫১,০.০০
১৬-০৪-২০২১,০২:০০:০০,১১৭৩৬,১১৭৩৬,০.০০
১৬-০৪-২০২১,০১:০০:০০,১২২৫৮,১২২৫৮,০.০০
১৫-০৪-২০২১,২৪:০০:০০,১২৭৪৩,১২৭৪৩,০.০০
১৫-০৪-২০২১,২৩:০০:০০,১৩০৮০,১৩০৮০,০.০০
১৫-০৪-২০২১,২২:০০:০০,১৩২৮৭,১৩২৮৭,০.০০
১৫-০৪-২০২১,২১:০০:০০,১৩৩৮০,১৩৩৮০,০.০০
১৫-০৪-২০২১,২০:০০:০০,১৩১৮৩,১৩১৮৩,০.০০
১৫-০৪-২০২১,১৯:৩০:০০,১৩২০১,১৩২০১,০.০০
১৫-০৪-২০২১,১৯:০০:০০,১২৮২৮,১২৮২৮,০.০০
১৫-০৪-২০২১,১৮:০০:০০,১১২২৬,১১২২৬,০.০০
১৫-০৪-২০২১,১৭:০০:০০,১১৩৫৫,১১৩৫৫,০.০০
১৫-০৪-২০২১,১৬:০০:০০,১১৬২৪,১১৬২৪,০.০০
১৫-০৪-২০২১,১৫:০০:০০,১১৭৮৯,১১৭৮৯,০.০০
১৫-০৪-২০২১,১৪:০০:০০,১১৪৮৪,১১৪৮৪,০.০০
১৫-০৪-২০২১,১৩:০০:০০,১১১৩২,১১১৩২,০.০০
১৫-০৪-২০২১,১২:০০:০০,১০৯০২,১০৯০২,০.০০
১৫-০৪-২০২১,১১:০০:০০,১০৫৩০,১০৫৩০,০.০০
১৫-০৪-২০২১,১০:০০:০০,১০৪৭৪,১০৪৭৪,০.০০
১৫-০৪-২০২১,০৯:০০:০০,১০০৩১,১০০৩১,০.০০
১৫-০৪-২০২১,০৮:০০:০০,৯৬৭৪,৯৬৭৪,০.০০
১৫-০৪-২০২১,০৭:০০:০০,৯৫২০,৯৫২০,০.০০
১৫-০৪-২০২১,০৬:০০:০০,৯৫৪৯,৯৫৪৯,০.০০
১৫-০৪-২০২১,০৫:০০:০০,১০৩১৯,১০৩১৯,০.০০
১৫-০৪-২০২১,০৪:০০:০০,১১৩৭৩,১১৩৭৩,০.০০
১৫-০৪-২০২১,০৩:০০:০০,১১৭৯০,১১৭৯০,০.০০
১৫-০৪-২০২১,০২:০০:০০,১১৬৮৪,১১৬৮৪,০.০০
১৫-০৪-২০২১,০১:০০:০০,১১৯২০,১১৯২০,০.০০
১৪-০৪-২০২১,২৪:০০:০০,১২৪৪২,১২৪৪২,০.০০
১৪-০৪-২০২১,২৩:০০:০০,১২৭৬৮,১২৭৬৮,০.০০
১৪-০৪-২০২১,২২:০০:০০,১৩০৪৩,১৩০৪৩,০.০০
১৪-০৪-২০২১,২১:০০:০০,১৩০৫৮,১৩০৫৮,০.০০
১৪-০৪-২০২১,২০:০০:০০,১২৯১৯,১২৯১৯,০.০০
৩১-০৩-২০২১,১৩:০০:০০,১০৩৪১,১০৩৪১,০.০০
৩১-০৩-২০২১,১২:০০:০০,৯৮৭৮,৯৮৭৮,০.০০
৩১-০৩-২০২১,১১:০০:০০,৯৫৭৫,৯৫৭৫,০.০০
৩১-০৩-২০২১,১০:০০:০০,৯৫৭৫,৯৫৭৫,০.০০
৩১-০৩-২০২১,০৯:০০:০০,৯৩৬৫,৯৩৬৫,০.০০
৩১-০৩-২০২১,০৮:০০:০০,৯১৯৮,৯১৯৮,০.০০
৩১-০৩-২০২১,০৭:০০:০০,৯০৬৫,৯০৬৫,০.০০
৩১-০৩-২০২১,০৬:০০:০০,৯০৫৯,৯০৫৯,০.০০
৩১-০৩-২০২১,০৫:০০:০০,৯২৯৯,৯২৯৯,০.০০
৩১-০৩-২০২১,০৪:০০:০০,৯৩৭৩,৯৩৭৩,০.০০
৩১-০৩-২০২১,০৩:০০:০০,৯৭০৮,৯৭০৮,০.০০
৩১-০৩-২০২১,০২:০০:০০,৯৯৮৫,৯৯৮৫,০.০০
৩১-০৩-২০২১,০১:০০:০০,১০৩০৩,১০৩০৩,০.০০
৩০-০৩-২০২১,২৪:০০:০০,১০৬৪০,১০৬৪০,০.০০
৩০-০৩-২০২১,২৩:০০:০০,১০৬৭৫,১০৬৭৫,০.০০
৩০-০৩-২০২১,২২:০০:০০,১০৮৩৮,১০৮৩৮,০.০০
৩০-০৩-২০২১,২১:০০:০০,১১১২২,১১১২২,০.০০
৩০-০৩-২০২১,২০:০০:০০,১১২৩৯,১১২৩৯,০.০০
৩০-০৩-২০২১,১৯:৩০:০০,১১৪০৭,১১৪০৭,০.০০
৩০-০৩-২০২১,১৯:০০:০০,১০৯৫১,১০৯৫১,০.০০
৩০-০৩-২০২১,১৮:০০:০০,৯৩২৫,৯৩২৫,০.০০
৩০-০৩-২০২১,১৭:০০:০০,৯২৫১,৯২৫১,০.০০
৩০-০৩-২০২১,১৬:০০:০০,৯৫০০,৯৫০০,০.০০
৩০-০৩-২০২১,১৫:০০:০০,৯৫৫৭,৯৫৫৭,০.০০
৩০-০৩-২০২১,১৪:০০:০০,৯২৭৭,৯২৭৭,০.০০
৩০-০৩-২০২১,১৩:০০:০০,৮৯৮৩,৮৯৮৩,০.০০
৩০-০৩-২০২১,১২:০০:০০,৮৬৮৮,৮৬৮৮,০.০০
৩০-০৩-২০২১,১১:০০:০০,৮২৫৬,৮২৫৬,০.০০
৩০-০৩-২০২১,১০:০০:০০,৮১৮৫,৮১৮৫,০.০০
৩০-০৩-২০২১,০৯:০০:০০,৮০৩৩,৮০৩৩,০.০০
৩০-০৩-২০২১,০৮:০০:০০,৭৯৩৫,৭৯৩৫,০.০০
৩০-০৩-২০২১,০৭:০০:০০,৭৯৫৮,৭৯৫৮,০.০০
৩০-০৩-২০২১,০৬:০০:০০,৮০৭১,৮০৭১,০.০০
৩০-০৩-২০২১,০৫:০০:০০,৮৬৭৪,৮৬৭৪,০.০০
৩০-০৩-২০২১,০৪:০০:০০,৮৮৩১,৮৮৩১,০.০০
৩০-০৩-২০২১,০৩:০০:০০,৯০০৮,৯০০৮,০.০০
৩০-০৩-২০২১,০২:০০:০০,৯৩৮৮,৯৩৮৮,০.০০
৩০-০৩-২০২১,০১:০০:০০,১০১৪২,১০১৪২,০.০০
২৯-০৩-২০২১,২৪:০০:০০,১০৬৩১,১০৬৩১,০.০০
২৯-০৩-২০২১,২৩:০০:০০,১১০৪০,১১০৪০,০.০০
২৯-০৩-২০২১,২২:০০:০০,১১৫৪৬,১১৫৪৬,০.০০
২৯-০৩-২০২১,২১:০০:০০,১১৮৪২,১১৮৪২,০.০০
২৯-০৩-২০২১,২০:০০:০০,১১৮৫৭,১১৮৫৭,০.০০
২৯-০৩-২০২১,১৯:৩০:০০,১২০১১,১২০১১,০.০০
২৯-০৩-২০২১,১৯:০০:০০,১২০৫০,১২০৫০,০.০০
২৯-০৩-২০২১,১৮:০০:০০,১০৭২৬,১০৭২৬,০.০০
২৯-০৩-২০২১,১৭:০০:০০,১১০০১,১১০০১,০.০০
২৯-০৩-২০২১,১৬:০০:০০,১১২২৮,১১২২৮,০.০০
২৯-০৩-২০২১,১৫:০০:০০,১১৩৭৯,১১৩৭৯,০.০০
২৯-০৩-২০২১,১৪:০০:০০,১১২৯৩,১১২৯৩,০.০০
২৯-০৩-২০২১,১৩:০০:০০,১১২৬৫,১১২৬৫,০.০০
০৮-০৪-২০২১,১৭:০০:০০,১০৩৯৮,১০৩৯৮,০.০০
০৮-০৪-২০২১,১৬:০০:০০,১০৭১৪,১০৭১৪,০.০০
০৮-০৪-২০২১,১৫:০০:০০,১০৯০১,১০৯০১,০.০০
০৮-০৪-২০২১,১৪:০০:০০,১০৭৬০,১০৭৬০,০.০০
০৮-০৪-২০২১,১৩:০০:০০,১০৬৬৭,১০৬৬৭,০.০০
০৮-০৪-২০২১,১২:০০:০০,১০৩২২,১০৩২২,০.০০
০৮-০৪-২০২১,১১:০০:০০,১০০৬০,১০০৬০,০.০০
০৮-০৪-২০২১,১০:০০:০০,৯৮৭৪,৯৮৭৪,০.০০
০৮-০৪-২০২১,০৯:০০:০০,৯৮২২,৯৮২২,০.০০
০৮-০৪-২০২১,০৮:০০:০০,৯৪৯৮,৯৪৯৮,০.০০
০৮-০৪-২০২১,০৭:০০:০০,৯৪০৩,৯৪০৩,০.০০
০৮-০৪-২০২১,০৬:০০:০০,৯৪৩৩,৯৪৩৩,০.০০
০৮-০৪-২০২১,০৫:০০:০০,৯৭২৩,৯৭২৩,০.০০
০৮-০৪-২০২১,০৪:০০:০০,৯৮২৩,৯৮২৩,০.০০
০৮-০৪-২০২১,০৩:০০:০০,১০০৮৮,১০০৮৮,০.০০
০৮-০৪-২০২১,০২:০০:০০,১০৪৩৪,১০৪৩৪,০.০০
০৮-০৪-২০২১,০১:০০:০০,১০৮২১,১০৮২১,০.০০
০৭-০৪-২০২১,২৪:০০:০০,১১৪৫৫,১১৪৫৫,০.০০
০৭-০৪-২০২১,২৩:০০:০০,১২০৪০,১২০৪০,০.০০
০৭-০৪-২০২১,২২:০০:০০,১২৪৬২,১২৪৬২,০.০০
০৭-০৪-২০২১,২১:০০:০০,১২৬৫১,১২৬৫১,০.০০
০৭-০৪-২০২১,২০:০০:০০,১২৬৪৯,১২৬৪৯,০.০০
০৭-০৪-২০২১,১৯:৩০:০০,১২৬৪৩,১২৬৪৩,০.০০
০৭-০৪-২০২১,১৯:০০:০০,১২১৬৭,১২১৬৭,০.০০
০৭-০৪-২০২১,১৮:০০:০০,১০২৯২,১০২৯২,০.০০
০৭-০৪-২০২১,১৭:০০:০০,১০৪১৮,১০৪১৮,০.০০
০৭-০৪-২০২১,১৬:০০:০০,১১০৩৫,১১০৩৫,০.০০
০৭-০৪-২০২১,১৫:০০:০০,১১০৩৪,১১০৩৪,০.০০
০৭-০৪-২০২১,১৪:০০:০০,১০৭১৮,১০৭১৮,০.০০
০৭-০৪-২০২১,১৩:০০:০০,১০৮৫৭,১০৮৫৭,০.০০
০৭-০৪-২০২১,১২:০০:০০,১০৪৫০,১০৪৫০,০.০০
০৭-০৪-২০২১,১১:০০:০০,১০১৩৮,১০১৩৮,০.০০
০৭-০৪-২০২১,১০:০০:০০,৯৯২২,৯৯২২,০.০০
০৭-০৪-২০২১,০৯:০০:০০,৯৫৩২,৯৫৩২,০.০০
০৭-০৪-২০২১,০৮:০০:০০,৯২২২,৯২২২,০.০০
০৭-০৪-২০২১,০৭:০০:০০,৯০৩১,৯০৩১,০.০০
০৭-০৪-২০২১,০৬:০০:০০,৮৭৮৯,৮৭৮৯,০.০০
০৭-০৪-২০২১,০৫:০০:০০,৯০১৭,৯০১৭,০.০০
০৭-০৪-২০২১,০৪:০০:০০,৯২১৫,৯২১৫,০.০০
০৭-০৪-২০২১,০৩:০০:০০,৯৩২৪,৯৩২৪,০.০০
০৭-০৪-২০২১,০২:০০:০০,৯৭৩৩,৯৭৩৩,০.০০
০৭-০৪-২০২১,০১:০০:০০,১০১৭১,১০১৭১,০.০০
০৬-০৪-২০২১,২৪:০০:০০,১০৬৭৪,১০৬৭৪,০.০০
০৬-০৪-২০২১,২৩:০০:০০,১১২৩৪,১১২৩৪,০.০০
০৬-০৪-২০২১,২২:০০:০০,১১৬৩৫,১১৬৩৫,০.০০
০৬-০৪-২০২১,২১:০০:০০,১১৮২৭,১১৮২৭,০.০০
০৬-০৪-২০২১,২০:০০:০০,১১৮০৩,১১৮০৩,০.০০
০৬-০৪-২০২১,১৯:৩০:০০,১১৯৫৮,১১৯৫৮,০.০০
০৬-০৪-২০২১,১৯:০০:০০,১১৭০৩,১১৭০৩,০.০০
০৬-০৪-২০২১,১৮:০০:০০,৯৮৯৭,৯৮৯৭,০.০০
০৬-০৪-২০২১,১৭:০০:০০,১০১৫৮,১০১৫৮,০.০০
১২-০৪-২০২১,১৯:০০:০০,১২৭৪৪,১২৭৪৪,০.০০
১২-০৪-২০২১,১৮:০০:০০,১০৮১১,১০৮১১,০.০০
১২-০৪-২০২১,১৭:০০:০০,১১২৪৭,১১২৪৭,০.০০
১২-০৪-২০২১,১৬:০০:০০,১১৬৫৮,১১৬৫৮,০.০০
১২-০৪-২০২১,১৫:০০:০০,১১৭০২,১১৭০২,০.০০
১২-০৪-২০২১,১৪:০০:০০,১১২৩৪,১১২৩৪,০.০০
১২-০৪-২০২১,১৩:০০:০০,১১২০৯,১১২০৯,০.০০
১২-০৪-২০২১,১২:০০:০০,১০৯০০,১০৯০০,০.০০
১২-০৪-২০২১,১১:০০:০০,১০৫১৫,১০৫১৫,০.০০
১২-০৪-২০২১,১০:০০:০০,১০৩২২,১০৩২২,০.০০
১২-০৪-২০২১,০৯:০০:০০,১০২৩৭,১০২৩৭,০.০০
১২-০৪-২০২১,০৮:০০:০০,৯৯৪৩,৯৯৪৩,০.০০
১২-০৪-২০২১,০৭:০০:০০,৯৯৪৬,৯৯৪৬,০.০০
১২-০৪-২০২১,০৬:০০:০০,৯৯২১,৯৯২১,০.০০
১২-০৪-২০২১,০৫:০০:০০,১০২৬১,১০২৬১,০.০০
১২-০৪-২০২১,০৪:০০:০০,১০৬৩৭,১০৬৩৭,০.০০
১২-০৪-২০২১,০৩:০০:০০,১০৯২২,১০৯২২,০.০০
১২-০৪-২০২১,০২:০০:০০,১১৩০৭,১১৩০৭,০.০০
১২-০৪-২০২১,০১:০০:০০,১১৬১০,১১৬১০,০.০০
১১-০৪-২০২১,২৪:০০:০০,১২২১৬,১২২১৬,০.০০
১১-০৪-২০২১,২৩:০০:০০,১২৪৯৮,১২৪৯৮,০.০০
১১-০৪-২০২১,২২:০০:০০,১২৭৪৪,১২৭৪৪,০.০০
১১-০৪-২০২১,২১:০০:০০,১২৭৯৮,১২৭৯৮,০.০০
১১-০৪-২০২১,২০:০০:০০,১২৭১৬,১২৭১৬,০.০০
১১-০৪-২০২১,১৯:৩০:০০,১২৬৭৪,১২৬৭৪,০.০০
১১-০৪-২০২১,১৯:০০:০০,১২৩৯২,১২৩৯২,০.০০
১১-০৪-২০২১,১৮:০০:০০,১০৫৪০,১০৫৪০,০.০০
১১-০৪-২০২১,১৭:০০:০০,১১৩৩৭,১১৩৩৭,০.০০
১১-০৪-২০২১,১৬:০০:০০,১১৭৫৪,১১৭৫৪,০.০০
১১-০৪-২০২১,১৫:০০:০০,১১৭৯৮,১১৭৯৮,০.০০
১১-০৪-২০২১,১৪:০০:০০,১১৬৩৮,১১৬৩৮,০.০০
১১-০৪-২০২১,১৩:০০:০০,১১৫০৩,১১৫০৩,০.০০
১১-০৪-২০২১,১২:০০:০০,১১২৬৬,১১২৬৬,০.০০
১১-০৪-২০২১,১১:০০:০০,১০৭৭০,১০৭৭০,০.০০
১১-০৪-২০২১,১০:০০:০০,১০৪৮৩,১০৪৮৩,০.০০
১১-০৪-২০২১,০৯:০০:০০,১০০৬৭,১০০৬৭,০.০০
১১-০৪-২০২১,০৮:০০:০০,৯৮৫০,৯৮৫০,০.০০
১১-০৪-২০২১,০৭:০০:০০,৯৮৪৩,৯৮৪৩,০.০০
১১-০৪-২০২১,০৬:০০:০০,৯৮৭৯,৯৮৭৯,০.০০
১১-০৪-২০২১,০৫:০০:০০,১০৩৭০,১০৩৭০,০.০০
১১-০৪-২০২১,০৪:০০:০০,১০৫৫৩,১০৫৫৩,০.০০
১১-০৪-২০২১,০৩:০০:০০,১০৮৯২,১০৮৯২,০.০০
১১-০৪-২০২১,০২:০০:০০,১১০৮২,১১০৮২,০.০০
১১-০৪-২০২১,০১:০০:০০,১১৭৩০,১১৭৩০,০.০০
১০-০৪-২০২১,২৪:০০:০০,১২২৩৭,১২২৩৭,০.০০
১০-০৪-২০২১,২৩:০০:০০,১২৫৭৭,১২৫৭৭,০.০০
১০-০৪-২০২১,২২:০০:০০,১২৯৩৫,১২৯৩৫,০.০০
১০-০৪-২০২১,২১:০০:০০,১৩০৬৪.২,১৩০৬৪,০.০০
১০-০৪-২০২১,২০:০০:০০,১৩০৫৬,১৩০৫৬,০.০০
১০-০৪-২০২১,১৯:৩০:০০,১৩০৫০,১৩০৫০,০.০০
১০-০৪-২০২১,১৯:০০:০০,১২৭৫০,১২৭৫০,০.০০
১০-০৪-২০২১,১৮:০০:০০,১০৪৬০,১০৪৬০,০.০০
১০-০৪-২০২১,১৭:০০:০০,১০৪৭৩,১০৪৭৩,০.০০
১০-০৪-২০২১,১৬:০০:০০,১০৫৮৭,১০৫৮৭,০.০০
১০-০৪-২০২১,১৫:০০:০০,১০৩৪০,১০৩৪০,০.০০
১০-০৪-২০২১,১৪:০০:০০,১০০১২,১০০১২,০.০০
১০-০৪-২০২১,১৩:০০:০০,৯৮৮০,৯৮৮০,০.০০
১০-০৪-২০২১,১২:০০:০০,৯৫৩৬,৯৫৩৬,০.০০
১০-০৪-২০২১,১১:০০:০০,৯০৯৮,৯০৯৮,০.০০
১০-০৪-২০২১,১০:০০:০০,৮৬৬৪,৮৬৬৪,০.০০
১০-০৪-২০২১,০৯:০০:০০,৮৭২২,৮৭২২,০.০০
১০-০৪-২০২১,০৮:০০:০০,৮৯৭৪,৮৯৭৪,০.০০
১০-০৪-২০২১,০৭:০০:০০,৯১৫৮,৯১৫৮,০.০০
১০-০৪-২০২১,০৬:০০:০০,৯০৭৭,৯০৭৭,০.০০
